State,Year,Quarter,District_name,Insurance_count,Insurance_amount
Chhattisgarh,2023,3,Dantewada District,131.0,258169.0
Chhattisgarh,2023,3,Gariyaband District,129.0,154988.0
Chhattisgarh,2023,3,Durg District,1796.0,2723875.0
Chhattisgarh,2023,3,Rajnandgaon District,388.0,655634.0
Chhattisgarh,2023,3,Raipur District,3101.0,4008990.0
Chhattisgarh,2023,3,Narayanpur District,38.0,69911.0
Chhattisgarh,2023,3,Kanker District,206.0,374043.0
Chhattisgarh,2023,3,Korea District,212.0,370591.0
Chhattisgarh,2023,3,Mungeli District,65.0,101231.0
Chhattisgarh,2023,3,Bilaspur District,1162.0,1711627.0
Chhattisgarh,2023,3,Balrampur District,178.0,265106.0
Chhattisgarh,2023,3,Bijapur District,81.0,150211.0
Chhattisgarh,2023,3,Bemetara District,148.0,261412.0
Chhattisgarh,2023,3,Bastar District,360.0,557854.0
Chhattisgarh,2023,3,Kondagaon District,110.0,216983.0
Chhattisgarh,2023,3,Mahasamund District,229.0,388736.0
Chhattisgarh,2023,4,Dhamtari District,290.0,525163.0
Chhattisgarh,2023,4,Korba District,1325.0,2428339.0
Chhattisgarh,2023,4,Surajpur District,302.0,635184.0
Chhattisgarh,2023,4,Baloda Bazar District,415.0,670178.0
Chhattisgarh,2023,4,Sukma District,119.0,247662.0
Chhattisgarh,2023,4,Raigarh District,1001.0,1543078.0
Chhattisgarh,2023,4,Janjgir Champa District,704.0,1097171.0
Chhattisgarh,2023,4,Jashpur District,313.0,662667.0
Chhattisgarh,2023,4,Balod District,264.0,466835.0
Chhattisgarh,2023,4,Kabirdham District,189.0,347098.0
Chhattisgarh,2023,4,Surguja District,544.0,1045385.0
Chhattisgarh,2023,4,Dantewada District,208.0,430009.0
Chhattisgarh,2023,4,Gariyaband District,225.0,234350.0
Chhattisgarh,2023,4,Durg District,2391.0,4187335.0
Chhattisgarh,2023,4,Rajnandgaon District,604.0,985105.0
Chhattisgarh,2023,4,Raipur District,4216.0,6830052.0
Chhattisgarh,2023,4,Narayanpur District,96.0,167576.0
Chhattisgarh,2023,4,Kanker District,287.0,621663.0
Chhattisgarh,2023,4,Korea District,351.0,682327.0
Chhattisgarh,2023,4,Mungeli District,112.0,175493.0
Chhattisgarh,2023,4,Bilaspur District,1688.0,2767222.0
Chhattisgarh,2023,4,Balrampur District,240.0,407479.0
Chhattisgarh,2023,4,Bijapur District,88.0,168861.0
Chhattisgarh,2023,4,Bemetara District,194.0,381253.0
Chhattisgarh,2023,4,Bastar District,612.0,970907.0
Chhattisgarh,2023,4,Kondagaon District,174.0,290377.0
Chhattisgarh,2023,4,Mahasamund District,348.0,735904.0
Chhattisgarh,2024,1,Dhamtari District,315.0,582935.0
Chhattisgarh,2024,1,Korba District,1264.0,2024895.0
Chhattisgarh,2024,1,Surajpur District,331.0,514195.0
Chhattisgarh,2024,1,Baloda Bazar District,579.0,789583.0
Chhattisgarh,2024,1,Sukma District,113.0,200262.0
Chhattisgarh,2024,1,Raigarh District,1243.0,1713513.0
Chhattisgarh,2024,1,Janjgir Champa District,847.0,1175253.0
Chhattisgarh,2024,1,Jashpur District,278.0,490098.0
Chhattisgarh,2024,1,Balod District,324.0,479015.0
Chhattisgarh,2024,1,Kabirdham District,263.0,372826.0
Chhattisgarh,2024,1,Surguja District,591.0,1143999.0
Chhattisgarh,2024,1,Dantewada District,253.0,370379.0
Chhattisgarh,2024,1,Gariyaband District,226.0,241290.0
Chhattisgarh,2024,1,Durg District,2798.0,4503702.0
Chhattisgarh,2024,1,Rajnandgaon District,796.0,1161349.0
Chhattisgarh,2024,1,Raipur District,4431.0,6662939.0
Chhattisgarh,2024,1,Narayanpur District,97.0,163157.0
Chhattisgarh,2024,1,Kanker District,443.0,715127.0
Chhattisgarh,2024,1,Korea District,348.0,582205.0
Chhattisgarh,2024,1,Mungeli District,169.0,196702.0
Chhattisgarh,2024,1,Bilaspur District,1885.0,2705056.0
Chhattisgarh,2024,1,Balrampur District,290.0,475422.0
Chhattisgarh,2024,1,Bijapur District,114.0,161834.0
Chhattisgarh,2024,1,Bemetara District,297.0,432629.0
Chhattisgarh,2024,1,Bastar District,652.0,1182790.0
Chhattisgarh,2024,1,Kondagaon District,200.0,326522.0
Chhattisgarh,2024,1,Mahasamund District,432.0,715582.0
Chhattisgarh,2024,2,Dhamtari District,272.0,446370.0
Chhattisgarh,2024,2,Korba District,1003.0,1593038.0
Chhattisgarh,2024,2,Surajpur District,272.0,556877.0
Chhattisgarh,2024,2,Baloda Bazar District,464.0,729308.0
Chhattisgarh,2024,2,Sukma District,111.0,164280.0
Chhattisgarh,2024,2,Raigarh District,979.0,1397659.0
Chhattisgarh,2024,2,Janjgir Champa District,682.0,1118473.0
Chhattisgarh,2024,2,Jashpur District,207.0,329787.0
Chhattisgarh,2024,2,Balod District,290.0,490569.0
Chhattisgarh,2024,2,Kabirdham District,185.0,364699.0
Chhattisgarh,2024,2,Surguja District,465.0,1002603.0
Chhattisgarh,2024,2,Dantewada District,182.0,347879.0
Chhattisgarh,2024,2,Gariyaband District,161.0,193897.0
Chhattisgarh,2024,2,Durg District,2258.0,3780232.0
Chhattisgarh,2024,2,Rajnandgaon District,598.0,1029575.0
Chhattisgarh,2024,2,Raipur District,3646.0,6000577.0
Chhattisgarh,2024,2,Narayanpur District,60.0,129704.0
Chhattisgarh,2024,2,Kanker District,321.0,571404.0
Chhattisgarh,2024,2,Korea District,299.0,450032.0
Chhattisgarh,2024,2,Mungeli District,129.0,186251.0
Chhattisgarh,2024,2,Bilaspur District,1489.0,2337487.0
Chhattisgarh,2024,2,Balrampur District,209.0,379480.0
Chhattisgarh,2024,2,Bijapur District,109.0,165664.0
Chhattisgarh,2024,2,Bemetara District,223.0,351612.0
Chhattisgarh,2024,2,Bastar District,569.0,870413.0
Chhattisgarh,2024,2,Kondagaon District,176.0,272696.0
Chhattisgarh,2024,2,Mahasamund District,365.0,675177.0
Chhattisgarh,2024,3,Dhamtari District,260.0,582859.0
Chhattisgarh,2024,3,Korba District,1115.0,1812021.0
Chhattisgarh,2024,3,Surajpur District,259.0,594114.0
Chhattisgarh,2024,3,Khairagarh Chhuikhadan Gandai District,102.0,140502.0
Chhattisgarh,2024,3,Sukma District,160.0,189217.0
Chhattisgarh,2024,3,Raigarh District,1096.0,1514472.0
Chhattisgarh,2024,3,Sakti District,172.0,379530.0
Chhattisgarh,2024,3,Janjgir Champa District,519.0,839363.0
Chhattisgarh,2024,3,Jashpur District,256.0,604083.0
Chhattisgarh,2024,3,Balod District,262.0,428142.0
Chhattisgarh,2024,3,Kabirdham District,207.0,330965.0
Chhattisgarh,2024,3,Balodabazar Bhatapara District,406.0,639999.0
Chhattisgarh,2024,3,Surguja District,425.0,820022.0
Chhattisgarh,2024,3,Mohla Manpur Ambagarh Chouki District,64.0,93588.0
Chhattisgarh,2024,3,Dantewada District,234.0,397246.0
Chhattisgarh,2024,3,Durg District,2213.0,3720914.0
Chhattisgarh,2024,3,Gaurela Pendra Marwahi District,100.0,158905.0
Chhattisgarh,2024,3,Gariaband District,162.0,202285.0
Chhattisgarh,2024,3,Rajnandgaon District,441.0,769805.0
Chhattisgarh,2024,3,Manendragarh Chirmiri Bharatpur District,167.0,346933.0
Chhattisgarh,2024,3,Balrampur Ramanujganj District,186.0,330427.0
Chhattisgarh,2024,3,Raipur District,3867.0,6026487.0
Chhattisgarh,2024,3,Narayanpur District,66.0,134332.0
Chhattisgarh,2024,3,Korea District,148.0,336149.0
Chhattisgarh,2024,3,Mungeli District,137.0,189209.0
Chhattisgarh,2024,3,Bilaspur District,1531.0,2522496.0
Chhattisgarh,2024,3,Bijapur District,137.0,275844.0
Chhattisgarh,2024,3,Bemetara District,213.0,385440.0
Chhattisgarh,2024,3,North Bastar Kanker District,323.0,656134.0
Chhattisgarh,2024,3,Sarangarh Bilaigarh District,178.0,302602.0
Chhattisgarh,2024,3,Bastar District,634.0,1101607.0
Chhattisgarh,2024,3,Kondagaon District,189.0,376719.0
Chhattisgarh,2024,3,Mahasamund District,321.0,521649.0
Chhattisgarh,2024,4,Dhamtari District,390.0,722627.0
Chhattisgarh,2024,4,Korba District,1736.0,2793511.0
Chhattisgarh,2024,4,Surajpur District,416.0,737818.0
Chhattisgarh,2024,4,Khairagarh Chhuikhadan Gandai District,116.0,203774.0
Chhattisgarh,2024,4,Sukma District,126.0,150543.0
Chhattisgarh,2024,4,Raigarh District,1377.0,1983492.0
Chhattisgarh,2024,4,Sakti District,289.0,545289.0
Chhattisgarh,2024,4,Janjgir Champa District,763.0,1264517.0
Chhattisgarh,2024,4,Jashpur District,326.0,688282.0
Chhattisgarh,2024,4,Balod District,381.0,617377.0
Chhattisgarh,2024,4,Kabirdham District,264.0,379717.0
Chhattisgarh,2024,4,Balodabazar Bhatapara District,566.0,751821.0
Chhattisgarh,2024,4,Surguja District,608.0,1284497.0
Chhattisgarh,2024,4,Mohla Manpur Ambagarh Chouki District,103.0,212905.0
Chhattisgarh,2024,4,Dantewada District,272.0,465493.0
Chhattisgarh,2024,4,Durg District,3059.0,5223646.0
Chhattisgarh,2024,4,Gaurela Pendra Marwahi District,132.0,149779.0
Chhattisgarh,2024,4,Gariaband District,215.0,288201.0
Chhattisgarh,2024,4,Rajnandgaon District,540.0,929044.0
Chhattisgarh,2024,4,Manendragarh Chirmiri Bharatpur District,255.0,464127.0
Chhattisgarh,2024,4,Balrampur Ramanujganj District,277.0,505829.0
Chhattisgarh,2024,4,Raipur District,5081.0,8313161.0
Chhattisgarh,2024,4,Narayanpur District,111.0,215593.0
Chhattisgarh,2024,4,Korea District,188.0,333787.0
Chhattisgarh,2024,4,Mungeli District,188.0,244662.0
Chhattisgarh,2024,4,Bilaspur District,2244.0,3412964.0
Chhattisgarh,2024,4,Bijapur District,161.0,236137.0
Chhattisgarh,2024,4,Bemetara District,316.0,477664.0
Chhattisgarh,2024,4,North Bastar Kanker District,432.0,985597.0
Chhattisgarh,2024,4,Sarangarh Bilaigarh District,230.0,287919.0
Chhattisgarh,2024,4,Bastar District,769.0,1263838.0
Chhattisgarh,2024,4,Kondagaon District,302.0,467088.0
Chhattisgarh,2024,4,Mahasamund District,490.0,820466.0
Dadra & Nagar Haveli & Daman & Diu,2020,2,Diu District,4.0,796.0
Dadra & Nagar Haveli & Daman & Diu,2020,2,Daman District,52.0,9916.0
Dadra & Nagar Haveli & Daman & Diu,2020,2,Dadra And Nagar Haveli District,595.0,90317.0
Dadra & Nagar Haveli & Daman & Diu,2020,3,Diu District,3.0,101.0
Dadra & Nagar Haveli & Daman & Diu,2020,3,Daman District,87.0,20588.0
Dadra & Nagar Haveli & Daman & Diu,2020,3,Dadra And Nagar Haveli District,167.0,44815.0
Dadra & Nagar Haveli & Daman & Diu,2020,4,Diu District,6.0,1738.0
Dadra & Nagar Haveli & Daman & Diu,2020,4,Daman District,115.0,95653.0
Dadra & Nagar Haveli & Daman & Diu,2020,4,Dadra And Nagar Haveli District,111.0,52122.0
Dadra & Nagar Haveli & Daman & Diu,2021,1,Diu District,17.0,35568.0
Dadra & Nagar Haveli & Daman & Diu,2021,1,Daman District,234.0,150144.0
Dadra & Nagar Haveli & Daman & Diu,2021,1,Dadra And Nagar Haveli District,216.0,99979.0
Dadra & Nagar Haveli & Daman & Diu,2021,2,Diu District,6.0,2858.0
Dadra & Nagar Haveli & Daman & Diu,2021,2,Daman District,141.0,165741.0
Dadra & Nagar Haveli & Daman & Diu,2021,2,Dadra And Nagar Haveli District,221.0,107039.0
Dadra & Nagar Haveli & Daman & Diu,2021,3,Diu District,12.0,3872.0
Dadra & Nagar Haveli & Daman & Diu,2021,3,Daman District,157.0,143938.0
Dadra & Nagar Haveli & Daman & Diu,2021,3,Dadra And Nagar Haveli District,191.0,125786.0
Dadra & Nagar Haveli & Daman & Diu,2021,4,Diu District,9.0,38035.0
Dadra & Nagar Haveli & Daman & Diu,2021,4,Daman District,168.0,179850.0
Dadra & Nagar Haveli & Daman & Diu,2021,4,Dadra And Nagar Haveli District,244.0,207499.0
Dadra & Nagar Haveli & Daman & Diu,2022,1,Diu District,15.0,45756.0
Dadra & Nagar Haveli & Daman & Diu,2022,1,Daman District,197.0,337912.0
Dadra & Nagar Haveli & Daman & Diu,2022,1,Dadra And Nagar Haveli District,281.0,337073.0
Dadra & Nagar Haveli & Daman & Diu,2022,2,Diu District,11.0,45554.0
Dadra & Nagar Haveli & Daman & Diu,2022,2,Daman District,167.0,286329.0
Dadra & Nagar Haveli & Daman & Diu,2022,2,Dadra And Nagar Haveli District,260.0,354974.0
Dadra & Nagar Haveli & Daman & Diu,2022,3,Diu District,11.0,24276.0
Dadra & Nagar Haveli & Daman & Diu,2022,3,Daman District,177.0,366241.0
Dadra & Nagar Haveli & Daman & Diu,2022,3,Dadra And Nagar Haveli District,519.0,593259.0
Dadra & Nagar Haveli & Daman & Diu,2022,4,Diu District,23.0,67147.0
Dadra & Nagar Haveli & Daman & Diu,2022,4,Daman District,238.0,442560.0
Dadra & Nagar Haveli & Daman & Diu,2022,4,Dadra And Nagar Haveli District,610.0,762921.0
Dadra & Nagar Haveli & Daman & Diu,2023,1,Diu District,16.0,56360.0
Dadra & Nagar Haveli & Daman & Diu,2023,1,Daman District,185.0,348075.0
Dadra & Nagar Haveli & Daman & Diu,2023,1,Dadra And Nagar Haveli District,598.0,810733.0
Dadra & Nagar Haveli & Daman & Diu,2023,2,Diu District,27.0,86164.0
Dadra & Nagar Haveli & Daman & Diu,2023,2,Daman District,175.0,350870.0
Dadra & Nagar Haveli & Daman & Diu,2023,2,Dadra And Nagar Haveli District,492.0,621719.0
Dadra & Nagar Haveli & Daman & Diu,2023,3,Diu District,20.0,44429.0
Dadra & Nagar Haveli & Daman & Diu,2023,3,Daman District,349.0,511452.0
Dadra & Nagar Haveli & Daman & Diu,2023,3,Dadra And Nagar Haveli District,600.0,777222.0
Dadra & Nagar Haveli & Daman & Diu,2023,4,Diu District,14.0,65268.0
Dadra & Nagar Haveli & Daman & Diu,2023,4,Daman District,360.0,601684.0
Dadra & Nagar Haveli & Daman & Diu,2023,4,Dadra And Nagar Haveli District,833.0,1306915.0
Dadra & Nagar Haveli & Daman & Diu,2024,1,Diu District,5.0,22350.0
Dadra & Nagar Haveli & Daman & Diu,2024,1,Daman District,417.0,686036.0
Dadra & Nagar Haveli & Daman & Diu,2024,1,Dadra And Nagar Haveli District,873.0,1200123.0
Dadra & Nagar Haveli & Daman & Diu,2024,2,Diu District,24.0,36956.0
Dadra & Nagar Haveli & Daman & Diu,2024,2,Daman District,344.0,461012.0
Dadra & Nagar Haveli & Daman & Diu,2024,2,Dadra And Nagar Haveli District,640.0,869291.0
Dadra & Nagar Haveli & Daman & Diu,2024,3,Diu District,22.0,64711.0
Dadra & Nagar Haveli & Daman & Diu,2024,3,Daman District,341.0,611393.0
Dadra & Nagar Haveli & Daman & Diu,2024,3,Dadra And Nagar Haveli District,689.0,926765.0
Dadra & Nagar Haveli & Daman & Diu,2024,4,Diu District,21.0,49966.0
Dadra & Nagar Haveli & Daman & Diu,2024,4,Daman District,437.0,748001.0
Dadra & Nagar Haveli & Daman & Diu,2024,4,Dadra And Nagar Haveli District,1045.0,1494562.0
Delhi,2020,2,South District,1251.0,206601.0
Delhi,2020,2,Central District,971.0,154625.0
Delhi,2020,2,New Delhi District,881.0,152882.0
Delhi,2020,2,West District,2159.0,341511.0
Delhi,2020,2,South West District,1131.0,186173.0
Delhi,2020,2,South East Delhi District,1438.0,232946.0
Delhi,2020,2,Shahdara District,435.0,73327.0
Delhi,2020,2,North East District,319.0,52854.0
Delhi,2020,2,East District,1247.0,188078.0
Delhi,2020,2,North West District,1148.0,184911.0
Delhi,2020,2,North District,736.0,123572.0
Delhi,2020,3,South District,637.0,157653.0
Delhi,2020,3,Central District,672.0,153666.0
Delhi,2020,3,New Delhi District,652.0,161870.0
Delhi,2020,3,West District,1250.0,330947.0
Delhi,2020,3,South West District,789.0,243882.0
Delhi,2020,3,South East Delhi District,922.0,240168.0
Delhi,2020,3,Shahdara District,316.0,73604.0
Delhi,2020,3,North East District,306.0,69506.0
Delhi,2020,3,East District,641.0,163616.0
Delhi,2020,3,North West District,815.0,195772.0
Delhi,2020,3,North District,588.0,136601.0
Delhi,2020,4,South District,622.0,567678.0
Delhi,2020,4,Central District,778.0,611387.0
Delhi,2020,4,New Delhi District,1030.0,945117.0
Delhi,2020,4,West District,1383.0,1065762.0
Delhi,2020,4,South West District,1094.0,1007667.0
Delhi,2020,4,South East Delhi District,1240.0,965278.0
Delhi,2020,4,Shahdara District,578.0,464731.0
Delhi,2020,4,North East District,515.0,436697.0
Delhi,2020,4,East District,732.0,564969.0
Delhi,2020,4,North West District,993.0,770313.0
Delhi,2020,4,North District,760.0,645843.0
Delhi,2021,1,South District,876.0,689212.0
Delhi,2021,1,Central District,1248.0,904623.0
Delhi,2021,1,New Delhi District,1315.0,1007873.0
Delhi,2021,1,West District,2017.0,1508820.0
Delhi,2021,1,South West District,1122.0,955826.0
Delhi,2021,1,South East Delhi District,1672.0,1129582.0
Delhi,2021,1,Shahdara District,699.0,468701.0
Delhi,2021,1,North East District,724.0,557236.0
Delhi,2021,1,East District,869.0,557334.0
Delhi,2021,1,North West District,1209.0,1039214.0
Delhi,2021,1,North District,1071.0,836840.0
Delhi,2021,2,South District,966.0,804844.0
Delhi,2021,2,Central District,1169.0,912743.0
Delhi,2021,2,New Delhi District,1214.0,1094080.0
Delhi,2021,2,West District,1965.0,1709029.0
Delhi,2021,2,South West District,1350.0,1213927.0
Delhi,2021,2,South East Delhi District,1372.0,1138461.0
Delhi,2021,2,Shahdara District,638.0,507316.0
Delhi,2021,2,North East District,757.0,545097.0
Delhi,2021,2,East District,905.0,673239.0
Delhi,2021,2,North West District,1241.0,1037196.0
Delhi,2021,2,North District,1715.0,1204997.0
Delhi,2021,3,South District,1091.0,1054717.0
Delhi,2021,3,Central District,1922.0,1681351.0
Delhi,2021,3,New Delhi District,1614.0,1641612.0
Delhi,2021,3,West District,2246.0,2081839.0
Delhi,2021,3,South West District,1605.0,1521438.0
Delhi,2021,3,South East Delhi District,1983.0,1712098.0
Delhi,2021,3,Shahdara District,1003.0,803985.0
Delhi,2021,3,North East District,1095.0,880410.0
Delhi,2021,3,East District,1163.0,1050569.0
Delhi,2021,3,North West District,1564.0,1354014.0
Delhi,2021,3,North District,1393.0,1225046.0
Delhi,2021,4,South District,2057.0,2315999.0
Delhi,2021,4,Central District,3812.0,3661609.0
Delhi,2021,4,New Delhi District,3386.0,3883912.0
Delhi,2021,4,West District,5047.0,5302169.0
Delhi,2021,4,South West District,3041.0,3508911.0
Delhi,2021,4,South East Delhi District,3928.0,4127616.0
Delhi,2021,4,Shahdara District,2078.0,2090727.0
Delhi,2021,4,North East District,2002.0,1952268.0
Delhi,2021,4,East District,2256.0,2417363.0
Delhi,2021,4,North West District,3819.0,4201220.0
Delhi,2021,4,North District,2825.0,3116537.0
Delhi,2022,1,South District,1879.0,2413929.0
Delhi,2022,1,Central District,2816.0,3359581.0
Delhi,2022,1,New Delhi District,2587.0,3572728.0
Delhi,2022,1,West District,4368.0,5442041.0
Delhi,2022,1,South West District,2524.0,3460149.0
Delhi,2022,1,South East Delhi District,3520.0,4221226.0
Delhi,2022,1,Shahdara District,1608.0,1855210.0
Delhi,2022,1,North East District,1695.0,1862686.0
Delhi,2022,1,East District,1911.0,2269280.0
Delhi,2022,1,North West District,3003.0,3853703.0
Delhi,2022,1,North District,2321.0,3131536.0
Delhi,2022,2,South District,1775.0,2119168.0
Delhi,2022,2,Central District,2686.0,3314681.0
Delhi,2022,2,New Delhi District,2855.0,3574229.0
Delhi,2022,2,West District,3733.0,4528416.0
Delhi,2022,2,South West District,2361.0,3039345.0
Delhi,2022,2,South East Delhi District,3161.0,3474446.0
Delhi,2022,2,Shahdara District,1609.0,1844384.0
Delhi,2022,2,North East District,1558.0,1747276.0
Delhi,2022,2,East District,1843.0,2145058.0
Delhi,2022,2,North West District,2845.0,3510159.0
Delhi,2022,2,North District,1952.0,2490119.0
Delhi,2022,3,South District,2517.0,3019117.0
Delhi,2022,3,Central District,3498.0,3901385.0
Delhi,2022,3,New Delhi District,3866.0,4840514.0
Delhi,2022,3,West District,5208.0,5873812.0
Delhi,2022,3,South West District,3227.0,4114804.0
Delhi,2022,3,South East Delhi District,4420.0,4781194.0
Delhi,2022,3,Shahdara District,2094.0,2339310.0
Delhi,2022,3,North East District,2085.0,2171219.0
Delhi,2022,3,East District,2695.0,3102828.0
Delhi,2022,3,North West District,3572.0,4132808.0
Delhi,2022,3,North District,2762.0,3293169.0
Delhi,2022,4,South District,3527.0,4511956.0
Delhi,2022,4,Central District,4815.0,5765957.0
Delhi,2022,4,New Delhi District,5340.0,7125528.0
Delhi,2022,4,West District,6947.0,8360376.0
Delhi,2022,4,South West District,4149.0,5489366.0
Delhi,2022,4,South East Delhi District,5868.0,7072604.0
Delhi,2022,4,Shahdara District,2919.0,3567941.0
Delhi,2022,4,North East District,2948.0,3363238.0
Delhi,2022,4,East District,3297.0,3984005.0
Delhi,2022,4,North West District,5085.0,6057907.0
Delhi,2022,4,North District,4013.0,5304295.0
Delhi,2023,1,South District,3201.0,4269965.0
Delhi,2023,1,Central District,4699.0,6401871.0
Delhi,2023,1,New Delhi District,5291.0,6922018.0
Delhi,2023,1,West District,6429.0,8754573.0
Delhi,2023,1,South West District,3638.0,5341251.0
Delhi,2023,1,South East Delhi District,5517.0,7079871.0
Delhi,2023,1,Shahdara District,2806.0,3681028.0
Delhi,2023,1,North East District,2724.0,3247609.0
Delhi,2023,1,East District,3196.0,4249403.0
Delhi,2023,1,North West District,4579.0,5962088.0
Delhi,2023,1,North District,3741.0,5130361.0
Delhi,2023,2,South District,3088.0,4214071.0
Delhi,2023,2,Central District,4368.0,5481162.0
Delhi,2023,2,New Delhi District,4694.0,6410215.0
Delhi,2023,2,West District,5862.0,7931949.0
Delhi,2023,2,South West District,3696.0,5282173.0
Delhi,2023,2,South East Delhi District,4732.0,6257813.0
Delhi,2023,2,Shahdara District,2225.0,2826508.0
Delhi,2023,2,North East District,2131.0,2631371.0
Delhi,2023,2,East District,2857.0,3875525.0
Delhi,2023,2,North West District,4428.0,5604148.0
Delhi,2023,2,North District,3277.0,4436173.0
Delhi,2023,3,South District,3522.0,4443430.0
Delhi,2023,3,Central District,4404.0,5352372.0
Delhi,2023,3,New Delhi District,5549.0,7246294.0
Delhi,2023,3,West District,6673.0,8338655.0
Delhi,2023,3,South West District,4448.0,6189343.0
Delhi,2023,3,South East Delhi District,5876.0,7115008.0
Delhi,2023,3,Shahdara District,2697.0,3233714.0
Delhi,2023,3,North East District,2446.0,2666969.0
Delhi,2023,3,East District,3371.0,4011665.0
Delhi,2023,3,North West District,4658.0,5650162.0
Delhi,2023,3,North District,3469.0,4630888.0
Delhi,2023,4,South District,4127.0,6172136.0
Delhi,2023,4,Central District,5884.0,7718670.0
Delhi,2023,4,New Delhi District,5952.0,8790140.0
Delhi,2023,4,West District,7829.0,10545733.0
Delhi,2023,4,South West District,5023.0,7264073.0
Delhi,2023,4,South East Delhi District,7111.0,9746023.0
Delhi,2023,4,Shahdara District,3426.0,4582842.0
Delhi,2023,4,North East District,3408.0,4259823.0
Delhi,2023,4,East District,3740.0,4742013.0
Delhi,2023,4,North West District,5426.0,7399787.0
Delhi,2023,4,North District,4410.0,6111161.0
Delhi,2024,1,South District,3912.0,5652343.0
Delhi,2024,1,Central District,5322.0,7235636.0
Delhi,2024,1,New Delhi District,6087.0,9325880.0
Delhi,2024,1,West District,7237.0,10552936.0
Delhi,2024,1,South West District,4580.0,7322844.0
Delhi,2024,1,South East Delhi District,6809.0,9567339.0
Delhi,2024,1,Shahdara District,3164.0,4217939.0
Delhi,2024,1,North East District,3102.0,3912630.0
Delhi,2024,1,East District,3678.0,5392486.0
Delhi,2024,1,North West District,4927.0,6850074.0
Delhi,2024,1,North District,4232.0,6202239.0
Delhi,2024,2,South District,3472.0,5238461.0
Delhi,2024,2,Central District,4851.0,6879526.0
Delhi,2024,2,New Delhi District,5492.0,8550323.0
Delhi,2024,2,West District,6150.0,9059574.0
Delhi,2024,2,South West District,4190.0,6424789.0
Delhi,2024,2,South East Delhi District,5596.0,7983727.0
Delhi,2024,2,Shahdara District,2603.0,3899405.0
Delhi,2024,2,North East District,2483.0,3248158.0
Delhi,2024,2,East District,3209.0,4765406.0
Delhi,2024,2,North West District,4453.0,6426847.0
Delhi,2024,2,North District,3690.0,5569856.0
Delhi,2024,3,South East District,6501.0,9122525.0
Delhi,2024,3,South District,3762.0,5506223.0
Delhi,2024,3,Central District,4735.0,6449913.0
Delhi,2024,3,New Delhi District,6055.0,9251030.0
Delhi,2024,3,West District,6568.0,9409580.0
Delhi,2024,3,South West District,4576.0,7288608.0
Delhi,2024,3,South East Delhi District,2.0,9316.0
Delhi,2024,3,Shahdara District,2721.0,3718115.0
Delhi,2024,3,North East District,2638.0,3524522.0
Delhi,2024,3,East District,3177.0,4212716.0
Delhi,2024,3,North West District,4631.0,7025475.0
Delhi,2024,3,North District,3784.0,5621466.0
Delhi,2024,4,South East District,8789.0,11891728.0
Delhi,2024,4,South District,4916.0,6929468.0
Delhi,2024,4,Central District,7265.0,9684280.0
Delhi,2024,4,New Delhi District,7568.0,11475253.0
Delhi,2024,4,West District,9538.0,13105331.0
Delhi,2024,4,South West District,5921.0,8998337.0
Delhi,2024,4,Shahdara District,3751.0,5131537.0
Delhi,2024,4,North East District,3839.0,4765826.0
Delhi,2024,4,East District,4096.0,5612454.0
Delhi,2024,4,North West District,6893.0,9461832.0
Delhi,2024,4,North District,5386.0,7334682.0
Goa,2020,2,North Goa District,181.0,37838.0
Goa,2020,2,South Goa District,160.0,33262.0
Goa,2020,3,North Goa District,401.0,115163.0
Goa,2020,3,South Goa District,282.0,81701.0
Goa,2020,4,North Goa District,351.0,398099.0
Goa,2020,4,South Goa District,263.0,284265.0
Goa,2021,1,North Goa District,514.0,464207.0
Goa,2021,1,South Goa District,365.0,363177.0
Goa,2021,2,North Goa District,561.0,531664.0
Goa,2021,2,South Goa District,455.0,496675.0
Goa,2021,3,North Goa District,668.0,825408.0
Goa,2021,3,South Goa District,546.0,560578.0
Goa,2021,4,North Goa District,1203.0,1604306.0
Goa,2021,4,South Goa District,884.0,1133010.0
Goa,2022,1,North Goa District,1369.0,2131215.0
Goa,2022,1,South Goa District,1265.0,1734030.0
Goa,2022,2,North Goa District,2018.0,3006451.0
Goa,2022,2,South Goa District,1506.0,2087059.0
Goa,2022,3,North Goa District,1669.0,2298586.0
Goa,2022,3,South Goa District,1488.0,1843522.0
Goa,2022,4,North Goa District,2517.0,3662258.0
Goa,2022,4,South Goa District,1871.0,2528411.0
Goa,2023,1,North Goa District,2130.0,3216159.0
Goa,2023,1,South Goa District,1967.0,2643390.0
Goa,2023,2,North Goa District,2231.0,3373064.0
Goa,2023,2,South Goa District,1935.0,2557737.0
Goa,2023,3,North Goa District,2161.0,3229062.0
Goa,2023,3,South Goa District,1766.0,2416992.0
Goa,2023,4,North Goa District,2725.0,4320025.0
Goa,2023,4,South Goa District,2158.0,3090976.0
Goa,2024,1,North Goa District,2803.0,4037155.0
Goa,2024,1,South Goa District,2422.0,3490938.0
Goa,2024,2,North Goa District,2752.0,4045983.0
Goa,2024,2,South Goa District,2269.0,3132575.0
Goa,2024,3,North Goa District,2518.0,3954359.0
Goa,2024,3,South Goa District,2836.0,4097331.0
Goa,2024,4,North Goa District,3236.0,5036265.0
Goa,2024,4,South Goa District,3426.0,4867109.0
Gujarat,2020,2,Anand District,136.0,27854.0
Gujarat,2020,2,Jamnagar District,101.0,19839.0
