State,Pincode,Year,Quarter,Insurance_count,Insurance_amount
Andaman & Nicobar Islands,744301,2020,2,3,565.0
Andaman & Nicobar Islands,744104,2020,2,2,513.0
Andaman & Nicobar Islands,744101,2020,2,1,282.0
Andaman & Nicobar Islands,744112,2020,3,9,3432.0
Andaman & Nicobar Islands,744105,2020,3,7,3948.0
Andaman & Nicobar Islands,744101,2020,3,5,2194.0
Andaman & Nicobar Islands,744206,2020,3,4,1620.0
Andaman & Nicobar Islands,744107,2020,3,3,1095.0
Andaman & Nicobar Islands,744103,2020,3,3,947.0
Andaman & Nicobar Islands,744302,2020,3,3,562.0
Andaman & Nicobar Islands,744211,2020,3,2,101.0
Andaman & Nicobar Islands,744301,2020,3,2,886.0
Andaman & Nicobar Islands,744102,2020,3,2,314.0
Andaman & Nicobar Islands,744105,2020,4,25,25659.0
Andaman & Nicobar Islands,744101,2020,4,23,29686.0
Andaman & Nicobar Islands,744103,2020,4,18,24904.0
Andaman & Nicobar Islands,744102,2020,4,17,25073.0
Andaman & Nicobar Islands,744112,2020,4,8,10459.0
Andaman & Nicobar Islands,744106,2020,4,6,4840.0
Andaman & Nicobar Islands,744204,2020,4,6,11659.0
Andaman & Nicobar Islands,744104,2020,4,4,10271.0
Andaman & Nicobar Islands,744206,2020,4,3,100.0
Andaman & Nicobar Islands,744205,2020,4,3,5235.0
Andaman & Nicobar Islands,744105,2021,1,47,53060.0
Andaman & Nicobar Islands,744103,2021,1,35,39985.0
Andaman & Nicobar Islands,744101,2021,1,33,24571.0
Andaman & Nicobar Islands,744204,2021,1,25,29635.0
Andaman & Nicobar Islands,744202,2021,1,12,17588.0
Andaman & Nicobar Islands,744102,2021,1,12,14085.0
Andaman & Nicobar Islands,744104,2021,1,9,7310.0
Andaman & Nicobar Islands,744107,2021,1,8,9253.0
Andaman & Nicobar Islands,744205,2021,1,7,11223.0
Andaman & Nicobar Islands,744301,2021,1,7,6612.0
Andaman & Nicobar Islands,744103,2021,2,36,33716.0
Andaman & Nicobar Islands,744101,2021,2,17,19787.0
Andaman & Nicobar Islands,744105,2021,2,15,17163.0
Andaman & Nicobar Islands,744102,2021,2,13,10326.0
Andaman & Nicobar Islands,744204,2021,2,10,10557.0
Andaman & Nicobar Islands,744107,2021,2,8,11459.0
Andaman & Nicobar Islands,744202,2021,2,6,9766.0
Andaman & Nicobar Islands,744104,2021,2,6,8889.0
Andaman & Nicobar Islands,744205,2021,2,6,12669.0
Andaman & Nicobar Islands,744210,2021,2,4,9430.0
Andaman & Nicobar Islands,744105,2021,3,70,82425.0
Andaman & Nicobar Islands,744103,2021,3,44,53909.0
Andaman & Nicobar Islands,744101,2021,3,26,29601.0
Andaman & Nicobar Islands,744102,2021,3,14,20616.0
Andaman & Nicobar Islands,744204,2021,3,13,20075.0
Andaman & Nicobar Islands,744202,2021,3,11,18134.0
Andaman & Nicobar Islands,744112,2021,3,11,14406.0
Andaman & Nicobar Islands,744302,2021,3,8,7247.0
Andaman & Nicobar Islands,744107,2021,3,6,6406.0
Andaman & Nicobar Islands,744104,2021,3,6,2221.0
Andaman & Nicobar Islands,744105,2021,4,194,232344.0
Andaman & Nicobar Islands,744101,2021,4,159,211326.0
Andaman & Nicobar Islands,744103,2021,4,133,168668.0
Andaman & Nicobar Islands,744102,2021,4,66,68931.0
Andaman & Nicobar Islands,744301,2021,4,32,53658.0
Andaman & Nicobar Islands,744204,2021,4,31,102213.0
Andaman & Nicobar Islands,744104,2021,4,24,31069.0
Andaman & Nicobar Islands,744112,2021,4,22,38599.0
Andaman & Nicobar Islands,744202,2021,4,21,23016.0
Andaman & Nicobar Islands,744205,2021,4,13,30437.0
Andaman & Nicobar Islands,744103,2022,1,174,226181.0
Andaman & Nicobar Islands,744101,2022,1,149,204646.0
Andaman & Nicobar Islands,744105,2022,1,137,218321.0
Andaman & Nicobar Islands,744102,2022,1,102,147402.0
Andaman & Nicobar Islands,744112,2022,1,36,39197.0
Andaman & Nicobar Islands,744104,2022,1,33,35406.0
Andaman & Nicobar Islands,744107,2022,1,28,36877.0
Andaman & Nicobar Islands,744207,2022,1,19,50799.0
Andaman & Nicobar Islands,744301,2022,1,16,33406.0
Andaman & Nicobar Islands,744205,2022,1,15,29159.0
Andaman & Nicobar Islands,744103,2022,2,97,156861.0
Andaman & Nicobar Islands,744101,2022,2,87,121168.0
Andaman & Nicobar Islands,744105,2022,2,78,137418.0
Andaman & Nicobar Islands,744102,2022,2,62,58453.0
Andaman & Nicobar Islands,744104,2022,2,26,32107.0
Andaman & Nicobar Islands,744107,2022,2,22,52244.0
Andaman & Nicobar Islands,744211,2022,2,19,25543.0
Andaman & Nicobar Islands,744112,2022,2,18,24391.0
Andaman & Nicobar Islands,744301,2022,2,14,28331.0
Andaman & Nicobar Islands,744202,2022,2,13,20817.0
Andaman & Nicobar Islands,744103,2022,3,151,198569.0
Andaman & Nicobar Islands,744101,2022,3,119,151539.0
Andaman & Nicobar Islands,744105,2022,3,101,106324.0
Andaman & Nicobar Islands,744102,2022,3,76,102757.0
Andaman & Nicobar Islands,744104,2022,3,31,35790.0
Andaman & Nicobar Islands,744301,2022,3,27,67604.0
Andaman & Nicobar Islands,744202,2022,3,27,53016.0
Andaman & Nicobar Islands,744205,2022,3,17,34250.0
Andaman & Nicobar Islands,744107,2022,3,16,29251.0
Andaman & Nicobar Islands,744204,2022,3,11,17184.0
Andaman & Nicobar Islands,744103,2022,4,199,299036.0
Andaman & Nicobar Islands,744105,2022,4,166,253344.0
Andaman & Nicobar Islands,744101,2022,4,146,163498.0
Andaman & Nicobar Islands,744102,2022,4,80,98862.0
Andaman & Nicobar Islands,744202,2022,4,43,68397.0
Andaman & Nicobar Islands,744107,2022,4,38,73829.0
Andaman & Nicobar Islands,744104,2022,4,31,55827.0
Andaman & Nicobar Islands,744205,2022,4,27,56611.0
Andaman & Nicobar Islands,744211,2022,4,27,59500.0
Andaman & Nicobar Islands,744112,2022,4,25,42024.0
Andaman & Nicobar Islands,744103,2023,1,236,286594.0
Andaman & Nicobar Islands,744101,2023,1,206,233281.0
Andaman & Nicobar Islands,744105,2023,1,164,256300.0
Andaman & Nicobar Islands,744102,2023,1,117,134841.0
Andaman & Nicobar Islands,744107,2023,1,30,54849.0
Andaman & Nicobar Islands,744301,2023,1,30,58745.0
Andaman & Nicobar Islands,744112,2023,1,29,49945.0
Andaman & Nicobar Islands,744202,2023,1,29,64193.0
Andaman & Nicobar Islands,744205,2023,1,27,40580.0
Andaman & Nicobar Islands,744211,2023,1,24,29149.0
Andaman & Nicobar Islands,744103,2023,2,171,341853.0
Andaman & Nicobar Islands,744105,2023,2,166,255069.0
Andaman & Nicobar Islands,744101,2023,2,134,189989.0
Andaman & Nicobar Islands,744102,2023,2,82,101875.0
Andaman & Nicobar Islands,744104,2023,2,27,34345.0
Andaman & Nicobar Islands,744301,2023,2,25,41299.0
Andaman & Nicobar Islands,744207,2023,2,22,43459.0
Andaman & Nicobar Islands,744112,2023,2,21,20427.0
Andaman & Nicobar Islands,744107,2023,2,20,24693.0
Andaman & Nicobar Islands,744205,2023,2,17,31404.0
Andaman & Nicobar Islands,744103,2023,3,191,306744.0
Andaman & Nicobar Islands,744105,2023,3,147,212575.0
Andaman & Nicobar Islands,744101,2023,3,143,213581.0
Andaman & Nicobar Islands,744102,2023,3,100,120875.0
Andaman & Nicobar Islands,744202,2023,3,35,60750.0
Andaman & Nicobar Islands,744104,2023,3,30,50544.0
Andaman & Nicobar Islands,744112,2023,3,26,46075.0
Andaman & Nicobar Islands,744301,2023,3,18,34636.0
Andaman & Nicobar Islands,744205,2023,3,16,25131.0
Andaman & Nicobar Islands,744302,2023,3,16,24369.0
Andaman & Nicobar Islands,744103,2023,4,268,415144.0
Andaman & Nicobar Islands,744105,2023,4,214,372312.0
Andaman & Nicobar Islands,744101,2023,4,181,241849.0
Andaman & Nicobar Islands,744102,2023,4,121,161224.0
Andaman & Nicobar Islands,744104,2023,4,64,80581.0
Andaman & Nicobar Islands,744112,2023,4,50,50671.0
Andaman & Nicobar Islands,744107,2023,4,42,71047.0
Andaman & Nicobar Islands,744202,2023,4,36,60749.0
Andaman & Nicobar Islands,744301,2023,4,24,52732.0
Andaman & Nicobar Islands,744205,2023,4,23,38962.0
Andaman & Nicobar Islands,744103,2024,1,302,456306.0
Andaman & Nicobar Islands,744105,2024,1,249,331342.0
Andaman & Nicobar Islands,744101,2024,1,223,287339.0
Andaman & Nicobar Islands,744102,2024,1,141,182213.0
Andaman & Nicobar Islands,744202,2024,1,59,110482.0
Andaman & Nicobar Islands,744104,2024,1,59,84757.0
Andaman & Nicobar Islands,744112,2024,1,52,62867.0
Andaman & Nicobar Islands,744107,2024,1,52,73449.0
Andaman & Nicobar Islands,744207,2024,1,40,62007.0
Andaman & Nicobar Islands,744205,2024,1,28,38204.0
Andaman & Nicobar Islands,744103,2024,2,285,438830.0
Andaman & Nicobar Islands,744105,2024,2,199,276393.0
Andaman & Nicobar Islands,744101,2024,2,157,251503.0
Andaman & Nicobar Islands,744102,2024,2,133,203605.0
Andaman & Nicobar Islands,744112,2024,2,49,77583.0
Andaman & Nicobar Islands,744104,2024,2,49,91213.0
Andaman & Nicobar Islands,744107,2024,2,34,52311.0
Andaman & Nicobar Islands,744202,2024,2,28,41210.0
Andaman & Nicobar Islands,744211,2024,2,28,43685.0
Andaman & Nicobar Islands,744302,2024,2,27,37685.0
Andaman & Nicobar Islands,744103,2024,3,359,554559.0
Andaman & Nicobar Islands,744102,2024,3,196,248439.0
Andaman & Nicobar Islands,744105,2024,3,151,221959.0
Andaman & Nicobar Islands,744104,2024,3,95,128652.0
Andaman & Nicobar Islands,744101,2024,3,92,145811.0
Andaman & Nicobar Islands,744106,2024,3,54,84623.0
Andaman & Nicobar Islands,744202,2024,3,45,67769.0
Andaman & Nicobar Islands,744207,2024,3,25,27399.0
Andaman & Nicobar Islands,744302,2024,3,24,28210.0
Andaman & Nicobar Islands,744301,2024,3,20,28067.0
Andaman & Nicobar Islands,744103,2024,4,369,521509.0
Andaman & Nicobar Islands,744102,2024,4,165,228528.0
Andaman & Nicobar Islands,744105,2024,4,161,268432.0
Andaman & Nicobar Islands,744104,2024,4,129,250205.0
Andaman & Nicobar Islands,744101,2024,4,90,117544.0
Andaman & Nicobar Islands,744202,2024,4,65,107445.0
Andaman & Nicobar Islands,744106,2024,4,53,90277.0
Andaman & Nicobar Islands,744301,2024,4,50,86256.0
Andaman & Nicobar Islands,744107,2024,4,26,55695.0
Andaman & Nicobar Islands,744204,2024,4,24,45960.0
Andhra Pradesh,515001,2020,2,540,86088.0
Andhra Pradesh,515004,2020,2,437,71761.0
Andhra Pradesh,516360,2020,2,339,55455.0
Andhra Pradesh,516001,2020,2,322,50705.0
Andhra Pradesh,533005,2020,2,301,46454.0
Andhra Pradesh,517002,2020,2,279,43236.0
Andhra Pradesh,530016,2020,2,262,41153.0
Andhra Pradesh,517501,2020,2,259,43013.0
Andhra Pradesh,533103,2020,2,258,43311.0
Andhra Pradesh,515671,2020,2,250,43610.0
Andhra Pradesh,535003,2020,3,968,195870.0
Andhra Pradesh,524004,2020,3,795,165322.0
Andhra Pradesh,517501,2020,3,777,172113.0
Andhra Pradesh,517507,2020,3,776,201732.0
Andhra Pradesh,516001,2020,3,746,161284.0
Andhra Pradesh,524002,2020,3,663,143659.0
Andhra Pradesh,530016,2020,3,661,156016.0
Andhra Pradesh,524003,2020,3,608,128862.0
Andhra Pradesh,520010,2020,3,542,116222.0
Andhra Pradesh,516360,2020,3,532,135236.0
Andhra Pradesh,515001,2020,4,292,120291.0
Andhra Pradesh,516001,2020,4,260,110284.0
Andhra Pradesh,517501,2020,4,234,139080.0
Andhra Pradesh,530016,2020,4,233,101891.0
Andhra Pradesh,517507,2020,4,228,123376.0
Andhra Pradesh,530026,2020,4,215,132499.0
Andhra Pradesh,524002,2020,4,211,99952.0
Andhra Pradesh,522004,2020,4,201,102846.0
Andhra Pradesh,522001,2020,4,196,110129.0
Andhra Pradesh,522003,2020,4,181,79955.0
Andhra Pradesh,530016,2021,1,287,144342.0
Andhra Pradesh,516001,2021,1,258,130242.0
Andhra Pradesh,530026,2021,1,250,114038.0
Andhra Pradesh,517501,2021,1,249,105904.0
Andhra Pradesh,520010,2021,1,224,135466.0
Andhra Pradesh,517507,2021,1,215,169433.0
Andhra Pradesh,522001,2021,1,210,85999.0
Andhra Pradesh,520012,2021,1,178,127092.0
Andhra Pradesh,524002,2021,1,178,100699.0
Andhra Pradesh,520011,2021,1,177,70827.0
Andhra Pradesh,523002,2021,2,1409,631953.0
Andhra Pradesh,523001,2021,2,537,293906.0
Andhra Pradesh,517501,2021,2,374,208258.0
Andhra Pradesh,517507,2021,2,347,265432.0
Andhra Pradesh,530016,2021,2,323,204624.0
Andhra Pradesh,534002,2021,2,293,124158.0
Andhra Pradesh,534006,2021,2,284,112884.0
Andhra Pradesh,515001,2021,2,271,168382.0
Andhra Pradesh,516001,2021,2,268,144765.0
Andhra Pradesh,524002,2021,2,262,130466.0
Andhra Pradesh,520010,2021,3,299,246736.0
Andhra Pradesh,520011,2021,3,283,194552.0
Andhra Pradesh,517507,2021,3,282,246665.0
Andhra Pradesh,516001,2021,3,281,218927.0
Andhra Pradesh,517501,2021,3,281,190890.0
Andhra Pradesh,530026,2021,3,276,201084.0
Andhra Pradesh,520001,2021,3,252,185104.0
Andhra Pradesh,530016,2021,3,247,181981.0
Andhra Pradesh,520007,2021,3,234,183730.0
Andhra Pradesh,524004,2021,3,230,154696.0
Andhra Pradesh,524004,2021,4,568,468698.0
Andhra Pradesh,524002,2021,4,373,385590.0
Andhra Pradesh,517501,2021,4,372,394057.0
Andhra Pradesh,517507,2021,4,365,376592.0
Andhra Pradesh,516001,2021,4,301,298417.0
Andhra Pradesh,530016,2021,4,293,386711.0
Andhra Pradesh,520010,2021,4,254,242094.0
Andhra Pradesh,522001,2021,4,249,252587.0
Andhra Pradesh,530026,2021,4,238,269565.0
Andhra Pradesh,520011,2021,4,235,238426.0
Andhra Pradesh,523001,2022,1,501,553651.0
Andhra Pradesh,523002,2022,1,418,422786.0
Andhra Pradesh,524004,2022,1,365,352581.0
Andhra Pradesh,517507,2022,1,361,617403.0
Andhra Pradesh,517501,2022,1,352,477461.0
Andhra Pradesh,530016,2022,1,349,394098.0
Andhra Pradesh,516001,2022,1,346,403725.0
Andhra Pradesh,530026,2022,1,307,312518.0
Andhra Pradesh,520010,2022,1,297,370767.0
Andhra Pradesh,520007,2022,1,294,413180.0
Andhra Pradesh,520010,2022,2,394,411471.0
Andhra Pradesh,530016,2022,2,379,457895.0
Andhra Pradesh,517507,2022,2,376,510705.0
Andhra Pradesh,517501,2022,2,363,390709.0
Andhra Pradesh,520011,2022,2,359,347013.0
Andhra Pradesh,524002,2022,2,347,400810.0
Andhra Pradesh,516001,2022,2,344,354936.0
Andhra Pradesh,523001,2022,2,336,298809.0
Andhra Pradesh,523002,2022,2,318,410402.0
Andhra Pradesh,520007,2022,2,306,355690.0
Andhra Pradesh,524002,2022,3,485,506293.0
Andhra Pradesh,517507,2022,3,478,633331.0
Andhra Pradesh,517501,2022,3,477,602653.0
Andhra Pradesh,520010,2022,3,463,496114.0
Andhra Pradesh,520011,2022,3,444,463855.0
Andhra Pradesh,516001,2022,3,443,510288.0
Andhra Pradesh,530026,2022,3,421,437652.0
Andhra Pradesh,530016,2022,3,420,408060.0
Andhra Pradesh,520001,2022,3,411,343460.0
Andhra Pradesh,524004,2022,3,392,408836.0
Andhra Pradesh,517507,2022,4,596,856272.0
Andhra Pradesh,516001,2022,4,550,602897.0
Andhra Pradesh,517501,2022,4,543,549451.0
Andhra Pradesh,523002,2022,4,488,441856.0
Andhra Pradesh,530016,2022,4,457,650737.0
Andhra Pradesh,517326,2022,4,416,288926.0
Andhra Pradesh,524002,2022,4,416,588408.0
Andhra Pradesh,520011,2022,4,413,432671.0
Andhra Pradesh,522001,2022,4,407,369435.0
Andhra Pradesh,530026,2022,4,407,458462.0
Andhra Pradesh,517507,2023,1,468,848915.0
Andhra Pradesh,530016,2023,1,463,635433.0
Andhra Pradesh,517501,2023,1,456,788976.0
Andhra Pradesh,520011,2023,1,407,518326.0
Andhra Pradesh,516001,2023,1,396,538812.0
Andhra Pradesh,524002,2023,1,383,483768.0
Andhra Pradesh,520010,2023,1,377,446022.0
Andhra Pradesh,530026,2023,1,367,455958.0
Andhra Pradesh,520012,2023,1,353,481246.0
Andhra Pradesh,520007,2023,1,345,417747.0
Andhra Pradesh,517507,2023,2,616,969092.0
Andhra Pradesh,517501,2023,2,537,696700.0
Andhra Pradesh,520010,2023,2,472,547680.0
Andhra Pradesh,530016,2023,2,452,526796.0
Andhra Pradesh,520007,2023,2,433,549179.0
Andhra Pradesh,524002,2023,2,412,546644.0
Andhra Pradesh,520011,2023,2,405,443320.0
Andhra Pradesh,520001,2023,2,394,377868.0
Andhra Pradesh,524004,2023,2,371,636260.0
Andhra Pradesh,516001,2023,2,370,505187.0
Andhra Pradesh,517507,2023,3,681,926705.0
Andhra Pradesh,517501,2023,3,589,770236.0
Andhra Pradesh,530016,2023,3,577,720125.0
Andhra Pradesh,520010,2023,3,533,663947.0
Andhra Pradesh,520007,2023,3,527,675611.0
Andhra Pradesh,520011,2023,3,524,479426.0
Andhra Pradesh,530026,2023,3,520,483441.0
Andhra Pradesh,524002,2023,3,482,536352.0
Andhra Pradesh,524004,2023,3,431,581425.0
Andhra Pradesh,516001,2023,3,412,534212.0
Andhra Pradesh,530016,2023,4,563,837356.0
Andhra Pradesh,517507,2023,4,557,1066470.0
Andhra Pradesh,530026,2023,4,495,565504.0
Andhra Pradesh,517501,2023,4,453,752992.0
Andhra Pradesh,524002,2023,4,434,553778.0
Andhra Pradesh,520011,2023,4,412,463576.0
Andhra Pradesh,520007,2023,4,407,516110.0
Andhra Pradesh,520010,2023,4,389,513516.0
Andhra Pradesh,530046,2023,4,378,607798.0
Andhra Pradesh,520001,2023,4,369,418525.0
Andhra Pradesh,530016,2024,1,548,763795.0
Andhra Pradesh,517507,2024,1,531,915457.0
Andhra Pradesh,517501,2024,1,494,749467.0
Andhra Pradesh,520010,2024,1,480,529119.0
Andhra Pradesh,530026,2024,1,466,524957.0
Andhra Pradesh,517326,2024,1,439,244562.0
Andhra Pradesh,520007,2024,1,432,691745.0
Andhra Pradesh,524002,2024,1,428,666708.0
Andhra Pradesh,530046,2024,1,386,614874.0
Andhra Pradesh,520011,2024,1,372,445394.0
Andhra Pradesh,530016,2024,2,567,878988.0
Andhra Pradesh,517507,2024,2,515,883412.0
Andhra Pradesh,517501,2024,2,467,775196.0
Andhra Pradesh,530014,2024,2,418,347441.0
Andhra Pradesh,524002,2024,2,412,646264.0
Andhra Pradesh,530026,2024,2,406,395729.0
Andhra Pradesh,520010,2024,2,402,511790.0
Andhra Pradesh,530046,2024,2,376,611203.0
Andhra Pradesh,524004,2024,2,363,574695.0
Andhra Pradesh,520007,2024,2,354,541505.0
Andhra Pradesh,517501,2024,3,868,1419641.0
Andhra Pradesh,520007,2024,3,661,985453.0
Andhra Pradesh,530016,2024,3,628,845789.0
Andhra Pradesh,530026,2024,3,598,723683.0
Andhra Pradesh,520003,2024,3,580,699162.0
Andhra Pradesh,520010,2024,3,570,767188.0
Andhra Pradesh,533005,2024,3,499,834104.0
Andhra Pradesh,524002,2024,3,475,590274.0
Andhra Pradesh,530046,2024,3,452,675824.0
Andhra Pradesh,517507,2024,3,424,701647.0
Andhra Pradesh,517501,2024,4,927,1356884.0
Andhra Pradesh,520010,2024,4,875,1098456.0
Andhra Pradesh,520007,2024,4,858,1109088.0
Andhra Pradesh,520003,2024,4,855,829766.0
Andhra Pradesh,530026,2024,4,731,867397.0
Andhra Pradesh,530016,2024,4,712,880040.0
Andhra Pradesh,523001,2024,4,634,752920.0
Andhra Pradesh,524002,2024,4,626,807213.0
Andhra Pradesh,530046,2024,4,556,794395.0
Andhra Pradesh,520001,2024,4,540,521557.0
Arunachal Pradesh,791113,2020,2,21,3445.0
Arunachal Pradesh,791110,2020,2,6,1304.0
Arunachal Pradesh,791001,2020,2,5,1124.0
Arunachal Pradesh,792056,2020,2,5,1064.0
Arunachal Pradesh,792130,2020,2,4,744.0
Arunachal Pradesh,791109,2020,2,3,811.0
Arunachal Pradesh,792120,2020,2,3,739.0
Arunachal Pradesh,790104,2020,2,3,827.0
Arunachal Pradesh,791111,2020,2,3,744.0
Arunachal Pradesh,792103,2020,2,2,939.0
Arunachal Pradesh,791110,2020,3,21,4213.0
Arunachal Pradesh,791102,2020,3,19,9111.0
Arunachal Pradesh,791111,2020,3,17,5506.0
Arunachal Pradesh,791112,2020,3,10,2281.0
Arunachal Pradesh,791001,2020,3,6,2236.0
Arunachal Pradesh,791123,2020,3,6,1540.0
Arunachal Pradesh,791113,2020,3,6,2236.0
Arunachal Pradesh,790116,2020,3,6,1512.0
Arunachal Pradesh,792001,2020,3,5,796.0
Arunachal Pradesh,792110,2020,3,4,843.0
Arunachal Pradesh,791113,2020,4,18,5383.0
Arunachal Pradesh,791110,2020,4,13,7819.0
Arunachal Pradesh,791111,2020,4,10,4999.0
Arunachal Pradesh,792110,2020,4,9,1981.0
Arunachal Pradesh,791102,2020,4,8,5359.0
Arunachal Pradesh,790003,2020,4,6,10016.0
Arunachal Pradesh,790001,2020,4,5,4355.0
Arunachal Pradesh,790105,2020,4,4,5434.0
Arunachal Pradesh,790104,2020,4,4,2973.0
Arunachal Pradesh,791109,2020,4,4,888.0
Arunachal Pradesh,791110,2021,1,21,32836.0
Arunachal Pradesh,791111,2021,1,18,6658.0
Arunachal Pradesh,791102,2021,1,17,8055.0
Arunachal Pradesh,791113,2021,1,16,9549.0
Arunachal Pradesh,792103,2021,1,11,1983.0
Arunachal Pradesh,792001,2021,1,9,2577.0
Arunachal Pradesh,790104,2021,1,9,8819.0
Arunachal Pradesh,790116,2021,1,7,3646.0
Arunachal Pradesh,791122,2021,1,7,4237.0
Arunachal Pradesh,791001,2021,1,7,3690.0
Arunachal Pradesh,791110,2021,2,26,14352.0
Arunachal Pradesh,791001,2021,2,20,15346.0
Arunachal Pradesh,791111,2021,2,15,39804.0
Arunachal Pradesh,792103,2021,2,14,9960.0
Arunachal Pradesh,792110,2021,2,14,8091.0
Arunachal Pradesh,792001,2021,2,12,19837.0
Arunachal Pradesh,791113,2021,2,10,4357.0
Arunachal Pradesh,791120,2021,2,10,4236.0
Arunachal Pradesh,791109,2021,2,9,9677.0
Arunachal Pradesh,791112,2021,2,8,20976.0
Arunachal Pradesh,791001,2021,3,21,57300.0
Arunachal Pradesh,791102,2021,3,20,30911.0
Arunachal Pradesh,791111,2021,3,20,62172.0
Arunachal Pradesh,791110,2021,3,16,18773.0
Arunachal Pradesh,792103,2021,3,15,35018.0
Arunachal Pradesh,790116,2021,3,13,12529.0
Arunachal Pradesh,792110,2021,3,13,11845.0
Arunachal Pradesh,792129,2021,3,10,25474.0
Arunachal Pradesh,792001,2021,3,7,12333.0
Arunachal Pradesh,791120,2021,3,6,11875.0
Arunachal Pradesh,791110,2021,4,44,84245.0
Arunachal Pradesh,791111,2021,4,31,62422.0
Arunachal Pradesh,791113,2021,4,23,42208.0
Arunachal Pradesh,791001,2021,4,17,27105.0
Arunachal Pradesh,792103,2021,4,16,24037.0
Arunachal Pradesh,790001,2021,4,14,19900.0
Arunachal Pradesh,791109,2021,4,14,15990.0
Arunachal Pradesh,790104,2021,4,13,18120.0
Arunachal Pradesh,792130,2021,4,12,30185.0
Arunachal Pradesh,792110,2021,4,11,12440.0
Arunachal Pradesh,791111,2022,1,51,124161.0
Arunachal Pradesh,791110,2022,1,34,58358.0
Arunachal Pradesh,791113,2022,1,29,95648.0
Arunachal Pradesh,791102,2022,1,21,46778.0
Arunachal Pradesh,790116,2022,1,21,42054.0
Arunachal Pradesh,792129,2022,1,14,55170.0
Arunachal Pradesh,792001,2022,1,13,22997.0
Arunachal Pradesh,791109,2022,1,12,12811.0
Arunachal Pradesh,792056,2022,1,10,13617.0
Arunachal Pradesh,792110,2022,1,10,17012.0
Arunachal Pradesh,791110,2022,2,97,272742.0
Arunachal Pradesh,791111,2022,2,95,210496.0
Arunachal Pradesh,791113,2022,2,59,126741.0
Arunachal Pradesh,791109,2022,2,30,77784.0
Arunachal Pradesh,791102,2022,2,25,94817.0
Arunachal Pradesh,791001,2022,2,24,54485.0
Arunachal Pradesh,790104,2022,2,22,55603.0
Arunachal Pradesh,792001,2022,2,17,45749.0
Arunachal Pradesh,791123,2022,2,15,22207.0
Arunachal Pradesh,791112,2022,2,14,42189.0
Arunachal Pradesh,791111,2022,3,98,283474.0
Arunachal Pradesh,791110,2022,3,67,151232.0
Arunachal Pradesh,791102,2022,3,32,53678.0
Arunachal Pradesh,791109,2022,3,29,36024.0
Arunachal Pradesh,791113,2022,3,25,56908.0
Arunachal Pradesh,790104,2022,3,19,97783.0
Arunachal Pradesh,791001,2022,3,18,88301.0
Arunachal Pradesh,791123,2022,3,17,38512.0
Arunachal Pradesh,792110,2022,3,17,26960.0
Arunachal Pradesh,790102,2022,3,15,25996.0
Arunachal Pradesh,791111,2022,4,86,169298.0
Arunachal Pradesh,791110,2022,4,80,153335.0
Arunachal Pradesh,791102,2022,4,29,52395.0
Arunachal Pradesh,791001,2022,4,28,60464.0
Arunachal Pradesh,791113,2022,4,27,98039.0
Arunachal Pradesh,792001,2022,4,25,50628.0
Arunachal Pradesh,792103,2022,4,24,54947.0
Arunachal Pradesh,792110,2022,4,23,56348.0
Arunachal Pradesh,790104,2022,4,23,65530.0
Arunachal Pradesh,791112,2022,4,22,42213.0
Arunachal Pradesh,791110,2023,1,74,172651.0
Arunachal Pradesh,791111,2023,1,56,229802.0
Arunachal Pradesh,791113,2023,1,42,107932.0
Arunachal Pradesh,791102,2023,1,39,77754.0
Arunachal Pradesh,790104,2023,1,36,151958.0
Arunachal Pradesh,791001,2023,1,31,92735.0
Arunachal Pradesh,790116,2023,1,19,46603.0
Arunachal Pradesh,791109,2023,1,17,26106.0
Arunachal Pradesh,792110,2023,1,17,32562.0
Arunachal Pradesh,792121,2023,1,17,56453.0
Arunachal Pradesh,791110,2023,2,94,280971.0
Arunachal Pradesh,791111,2023,2,61,210621.0
Arunachal Pradesh,791113,2023,2,48,172799.0
Arunachal Pradesh,791102,2023,2,43,133976.0
Arunachal Pradesh,792103,2023,2,30,79156.0
Arunachal Pradesh,791001,2023,2,30,89674.0
Arunachal Pradesh,791123,2023,2,29,41320.0
Arunachal Pradesh,792110,2023,2,29,51944.0
Arunachal Pradesh,790104,2023,2,26,101946.0
Arunachal Pradesh,792001,2023,2,25,53846.0
Arunachal Pradesh,791110,2023,3,91,197412.0
Arunachal Pradesh,791111,2023,3,76,203612.0
Arunachal Pradesh,791102,2023,3,48,106325.0
Arunachal Pradesh,791113,2023,3,45,145263.0
Arunachal Pradesh,792110,2023,3,39,140365.0
Arunachal Pradesh,792103,2023,3,33,50413.0
Arunachal Pradesh,791123,2023,3,30,62165.0
Arunachal Pradesh,790104,2023,3,28,89165.0
Arunachal Pradesh,792129,2023,3,26,82497.0
Arunachal Pradesh,791109,2023,3,26,45255.0
Arunachal Pradesh,791110,2023,4,106,279822.0
Arunachal Pradesh,791111,2023,4,87,241478.0
Arunachal Pradesh,791113,2023,4,60,164868.0
Arunachal Pradesh,791001,2023,4,50,124355.0
Arunachal Pradesh,792103,2023,4,40,108659.0
Arunachal Pradesh,790104,2023,4,36,146680.0
Arunachal Pradesh,792110,2023,4,35,81825.0
Arunachal Pradesh,791102,2023,4,29,81558.0
Arunachal Pradesh,792001,2023,4,26,60980.0
Arunachal Pradesh,791123,2023,4,24,71486.0
