State,Pincode,Year,Quarter,Transaction_count,Transaction_amount
Andaman & Nicobar Islands,744101,2018,1,1622,2769297.9039997994
Andaman & Nicobar Islands,744103,2018,1,1223,2238041.8716124697
Andaman & Nicobar Islands,744102,2018,1,969,3519059.937562449
Andaman & Nicobar Islands,744105,2018,1,685,1298560.9515503529
Andaman & Nicobar Islands,744104,2018,1,340,1039715.3111450541
Andaman & Nicobar Islands,744107,2018,1,302,556059.5308556345
Andaman & Nicobar Islands,744301,2018,1,283,445739.1633851439
Andaman & Nicobar Islands,744112,2018,1,269,333709.56700413954
Andaman & Nicobar Islands,744202,2018,1,193,238914.01667155625
Andaman & Nicobar Islands,744302,2018,1,168,547469.6509380838
Andaman & Nicobar Islands,744101,2018,2,2701,6310089.917084678
Andaman & Nicobar Islands,744103,2018,2,1965,4752146.698501162
Andaman & Nicobar Islands,744102,2018,2,1525,5810267.574788321
Andaman & Nicobar Islands,744105,2018,2,997,2200332.971862734
Andaman & Nicobar Islands,744301,2018,2,767,1953749.3787199226
Andaman & Nicobar Islands,744104,2018,2,659,1650346.1906506256
Andaman & Nicobar Islands,744107,2018,2,594,1601569.9821441039
Andaman & Nicobar Islands,744112,2018,2,432,578829.1795229593
Andaman & Nicobar Islands,744202,2018,2,405,626523.9803147907
Andaman & Nicobar Islands,744302,2018,2,291,1026590.0735863491
Andaman & Nicobar Islands,744101,2018,3,3462,10833893.444488766
Andaman & Nicobar Islands,744103,2018,3,3182,10184154.358592123
Andaman & Nicobar Islands,744102,2018,3,2224,10365275.479700703
Andaman & Nicobar Islands,744105,2018,3,1613,5152534.080403434
Andaman & Nicobar Islands,744104,2018,3,1029,2588077.6866583927
Andaman & Nicobar Islands,744301,2018,3,975,4256576.349618757
Andaman & Nicobar Islands,744112,2018,3,579,1145815.7801705198
Andaman & Nicobar Islands,744107,2018,3,547,1492405.302862124
Andaman & Nicobar Islands,744302,2018,3,417,1976781.9199490356
Andaman & Nicobar Islands,744202,2018,3,341,2099404.0789861116
Andaman & Nicobar Islands,744101,2018,4,4674,16392855.280625317
Andaman & Nicobar Islands,744103,2018,4,4576,17022520.257624768
Andaman & Nicobar Islands,744102,2018,4,3306,17019977.183053624
Andaman & Nicobar Islands,744105,2018,4,2513,9935282.832151461
Andaman & Nicobar Islands,744104,2018,4,1432,6091757.917089159
Andaman & Nicobar Islands,744211,2018,4,1225,3451359.606027063
Andaman & Nicobar Islands,744301,2018,4,928,4606293.657525641
Andaman & Nicobar Islands,744112,2018,4,759,2208675.0435713646
Andaman & Nicobar Islands,744107,2018,4,747,1825659.5128978956
Andaman & Nicobar Islands,744202,2018,4,702,3797054.1677634423
Andaman & Nicobar Islands,744103,2019,1,5742,19401964.77965755
Andaman & Nicobar Islands,744101,2019,1,5156,15501306.227195919
Andaman & Nicobar Islands,744102,2019,1,3925,16683547.094795756
Andaman & Nicobar Islands,744105,2019,1,3553,11588669.48032856
Andaman & Nicobar Islands,744104,2019,1,2833,9141657.219605077
Andaman & Nicobar Islands,744211,2019,1,1511,5794838.401831552
Andaman & Nicobar Islands,744202,2019,1,1112,3613381.294736007
Andaman & Nicobar Islands,744107,2019,1,1029,3592930.2975779255
Andaman & Nicobar Islands,744301,2019,1,920,4652963.41114777
Andaman & Nicobar Islands,744112,2019,1,802,1893718.6537822199
Andaman & Nicobar Islands,744104,2019,2,6142,15625676.560883244
Andaman & Nicobar Islands,744103,2019,2,5847,23751450.067206983
Andaman & Nicobar Islands,744101,2019,2,4863,19061125.41121897
Andaman & Nicobar Islands,744102,2019,2,4120,18948733.987097777
Andaman & Nicobar Islands,744105,2019,2,3500,13418692.199162653
Andaman & Nicobar Islands,744202,2019,2,1153,3619993.3910789257
Andaman & Nicobar Islands,744107,2019,2,1124,2967445.3902032813
Andaman & Nicobar Islands,744211,2019,2,1047,3168331.9917352106
Andaman & Nicobar Islands,744301,2019,2,1007,4849284.51925976
Andaman & Nicobar Islands,744112,2019,2,763,2928099.608406143
Andaman & Nicobar Islands,744103,2019,3,5680,19906337.014255583
Andaman & Nicobar Islands,744101,2019,3,5606,18745152.093515635
Andaman & Nicobar Islands,744104,2019,3,4786,15754793.354826454
Andaman & Nicobar Islands,744102,2019,3,3643,14572605.602745283
Andaman & Nicobar Islands,744105,2019,3,3512,11767223.99688773
Andaman & Nicobar Islands,744202,2019,3,1417,3875602.0982028744
Andaman & Nicobar Islands,744301,2019,3,1402,6195496.621729916
Andaman & Nicobar Islands,744211,2019,3,1118,2983697.449378184
Andaman & Nicobar Islands,744107,2019,3,914,1988299.759710987
Andaman & Nicobar Islands,744112,2019,3,833,2198831.6919406196
Andaman & Nicobar Islands,744104,2019,4,6633,20626642.701508522
Andaman & Nicobar Islands,744101,2019,4,5282,23247752.473849062
Andaman & Nicobar Islands,744103,2019,4,4840,19792507.955761045
Andaman & Nicobar Islands,744105,2019,4,3528,15302141.17488026
Andaman & Nicobar Islands,744102,2019,4,3237,15350444.97320769
Andaman & Nicobar Islands,744202,2019,4,1783,5800016.5561128855
Andaman & Nicobar Islands,744211,2019,4,1596,7908264.721918669
Andaman & Nicobar Islands,744301,2019,4,1549,7056478.928838715
Andaman & Nicobar Islands,744201,2019,4,886,946768.0636478986
Andaman & Nicobar Islands,744107,2019,4,777,3030368.911900454
Andaman & Nicobar Islands,744101,2020,1,11793,58229349.02415232
Andaman & Nicobar Islands,744103,2020,1,5870,22009443.073053975
Andaman & Nicobar Islands,744105,2020,1,4635,16774043.311987936
Andaman & Nicobar Islands,744102,2020,1,3820,14517706.12269676
Andaman & Nicobar Islands,744211,2020,1,1837,8425387.79004211
Andaman & Nicobar Islands,744301,2020,1,1819,6901162.107519586
Andaman & Nicobar Islands,744202,2020,1,1794,5037742.395579022
Andaman & Nicobar Islands,744104,2020,1,1302,5293130.290633954
Andaman & Nicobar Islands,744201,2020,1,1157,1242638.821252932
Andaman & Nicobar Islands,744107,2020,1,1043,2990354.4448547475
Andaman & Nicobar Islands,744101,2020,2,11868,48293323.21851964
Andaman & Nicobar Islands,744103,2020,2,10035,26197535.98945152
Andaman & Nicobar Islands,744105,2020,2,9341,23203019.858980607
Andaman & Nicobar Islands,744102,2020,2,6012,17786750.907515876
Andaman & Nicobar Islands,744202,2020,2,3722,8924121.010762567
Andaman & Nicobar Islands,744107,2020,2,2555,3980470.6853698147
Andaman & Nicobar Islands,744301,2020,2,2275,9055232.527755566
Andaman & Nicobar Islands,744211,2020,2,2045,3319717.6328789736
Andaman & Nicobar Islands,744205,2020,2,1847,4459064.90732021
Andaman & Nicobar Islands,744104,2020,2,1840,3334591.822304932
Andaman & Nicobar Islands,744101,2020,3,24386,100439119.66860783
Andaman & Nicobar Islands,744103,2020,3,21272,60332278.69396809
Andaman & Nicobar Islands,744105,2020,3,17166,44061506.56273589
Andaman & Nicobar Islands,744102,2020,3,13934,43077189.842844136
Andaman & Nicobar Islands,744202,2020,3,5779,11975748.707876923
Andaman & Nicobar Islands,744107,2020,3,4753,7628018.669464628
Andaman & Nicobar Islands,744104,2020,3,3468,7353834.51320935
Andaman & Nicobar Islands,744112,2020,3,3422,6067986.696111794
Andaman & Nicobar Islands,744301,2020,3,3071,13352610.531559702
Andaman & Nicobar Islands,744205,2020,3,2991,7535645.788593667
Andaman & Nicobar Islands,744103,2020,4,46884,138264791.5489212
Andaman & Nicobar Islands,744101,2020,4,40392,136401368.02166596
Andaman & Nicobar Islands,744105,2020,4,34410,87838226.93633425
Andaman & Nicobar Islands,744102,2020,4,26694,76348598.32238364
Andaman & Nicobar Islands,744202,2020,4,10949,25543799.074759968
Andaman & Nicobar Islands,744107,2020,4,9743,18083250.19055397
Andaman & Nicobar Islands,744104,2020,4,7654,19126095.533284884
Andaman & Nicobar Islands,744112,2020,4,7016,15890275.050448488
Andaman & Nicobar Islands,744205,2020,4,5118,12002695.281042248
Andaman & Nicobar Islands,744201,2020,4,5011,6777275.536669218
Andaman & Nicobar Islands,744101,2021,1,55726,190830957.0606181
Andaman & Nicobar Islands,744103,2021,1,47328,158404100.7854989
Andaman & Nicobar Islands,744105,2021,1,35467,111571687.43195169
Andaman & Nicobar Islands,744102,2021,1,23957,80750048.8238959
Andaman & Nicobar Islands,744211,2021,1,10648,34956327.94105429
Andaman & Nicobar Islands,744202,2021,1,10597,28127629.877961583
Andaman & Nicobar Islands,744107,2021,1,8848,19627951.469969153
Andaman & Nicobar Islands,744104,2021,1,8799,27854306.51949638
Andaman & Nicobar Islands,744112,2021,1,7113,21084790.0528014
Andaman & Nicobar Islands,744301,2021,1,5630,22671937.31314759
Andaman & Nicobar Islands,744101,2021,2,73334,227585492.7414593
Andaman & Nicobar Islands,744103,2021,2,66321,174752815.1688521
Andaman & Nicobar Islands,744105,2021,2,52645,134835744.22049245
Andaman & Nicobar Islands,744102,2021,2,34289,100890426.76234055
Andaman & Nicobar Islands,744202,2021,2,16476,40647907.96960775
Andaman & Nicobar Islands,744107,2021,2,14524,24690581.539094776
Andaman & Nicobar Islands,744104,2021,2,11278,28333852.06159348
Andaman & Nicobar Islands,744211,2021,2,10182,20377949.346094526
Andaman & Nicobar Islands,744112,2021,2,9635,21637658.167199604
Andaman & Nicobar Islands,744301,2021,2,8463,27666837.39688266
Andaman & Nicobar Islands,744101,2021,3,116324,388328168.7639693
Andaman & Nicobar Islands,744103,2021,3,84790,246433385.80990067
Andaman & Nicobar Islands,744105,2021,3,67257,185238368.4767078
Andaman & Nicobar Islands,744102,2021,3,43850,131239564.16909727
Andaman & Nicobar Islands,744202,2021,3,19088,48475163.574293144
Andaman & Nicobar Islands,744107,2021,3,16203,37962312.09641009
Andaman & Nicobar Islands,744104,2021,3,14657,35301326.114471875
Andaman & Nicobar Islands,744112,2021,3,11565,28491553.61094001
Andaman & Nicobar Islands,744301,2021,3,11553,43464511.051198
Andaman & Nicobar Islands,744211,2021,3,9655,19497765.257140517
Andaman & Nicobar Islands,744101,2021,4,165719,533026207.9731797
Andaman & Nicobar Islands,744103,2021,4,121613,372243734.27985656
Andaman & Nicobar Islands,744105,2021,4,95028,281223411.7435058
Andaman & Nicobar Islands,744102,2021,4,58258,174623253.47653326
Andaman & Nicobar Islands,744211,2021,4,27938,94222862.10725296
Andaman & Nicobar Islands,744104,2021,4,25662,69245386.0816525
Andaman & Nicobar Islands,744202,2021,4,21913,67790798.04849821
Andaman & Nicobar Islands,744107,2021,4,21397,52036029.9980372
Andaman & Nicobar Islands,744112,2021,4,18915,55448543.43365714
Andaman & Nicobar Islands,744301,2021,4,14553,47792330.70050094
Andaman & Nicobar Islands,744101,2022,1,209941,615978080.6944855
Andaman & Nicobar Islands,744103,2022,1,157230,399715980.1391735
Andaman & Nicobar Islands,744105,2022,1,122716,321850608.7396423
Andaman & Nicobar Islands,744102,2022,1,74883,193336549.94178736
Andaman & Nicobar Islands,744104,2022,1,32471,72915521.83614868
Andaman & Nicobar Islands,744211,2022,1,30272,86955570.58655271
Andaman & Nicobar Islands,744107,2022,1,25379,58776727.62636636
Andaman & Nicobar Islands,744202,2022,1,24022,68519268.77643085
Andaman & Nicobar Islands,744112,2022,1,23471,55469783.6622991
Andaman & Nicobar Islands,744301,2022,1,17630,56879992.28461884
Andaman & Nicobar Islands,744101,2022,2,252722,702122365.3629664
Andaman & Nicobar Islands,744103,2022,2,230746,561168775.5622396
Andaman & Nicobar Islands,744105,2022,2,176252,415796516.6034926
Andaman & Nicobar Islands,744102,2022,2,101551,240451609.192299
Andaman & Nicobar Islands,744104,2022,2,47069,94335358.34017953
Andaman & Nicobar Islands,744211,2022,2,40245,108788594.62847154
Andaman & Nicobar Islands,744107,2022,2,36402,82851064.58195859
Andaman & Nicobar Islands,744112,2022,2,32548,70178309.12885833
Andaman & Nicobar Islands,744202,2022,2,27750,84587978.8405464
Andaman & Nicobar Islands,744301,2022,2,26170,74485462.68044695
Andaman & Nicobar Islands,744104,2022,3,497273,951370315.4090765
Andaman & Nicobar Islands,744103,2022,3,259994,545653686.3062732
Andaman & Nicobar Islands,744101,2022,3,213864,444967255.802143
Andaman & Nicobar Islands,744105,2022,3,208055,438754611.5375265
Andaman & Nicobar Islands,744102,2022,3,114416,239581586.790242
Andaman & Nicobar Islands,744107,2022,3,40466,85492008.49477127
Andaman & Nicobar Islands,744112,2022,3,38350,74030563.48358011
Andaman & Nicobar Islands,744211,2022,3,37918,89671382.06901146
Andaman & Nicobar Islands,744202,2022,3,29918,85509005.84576747
Andaman & Nicobar Islands,744301,2022,3,27668,70002553.35288173
Andaman & Nicobar Islands,744104,2022,4,684366,1309407988.2902
Andaman & Nicobar Islands,744103,2022,4,304600,612929267.1773143
Andaman & Nicobar Islands,744105,2022,4,258097,505662756.1128938
Andaman & Nicobar Islands,744101,2022,4,243494,467192496.17391205
Andaman & Nicobar Islands,744102,2022,4,134923,264371699.73904055
Andaman & Nicobar Islands,744211,2022,4,56491,137253267.66612908
Andaman & Nicobar Islands,744107,2022,4,54192,104539818.47127225
Andaman & Nicobar Islands,744112,2022,4,46364,82461782.47749998
Andaman & Nicobar Islands,744202,2022,4,34689,94217164.85909571
Andaman & Nicobar Islands,744301,2022,4,33669,82466591.07632071
Andaman & Nicobar Islands,744103,2023,1,503053,969594706.0
Andaman & Nicobar Islands,744105,2023,1,418090,774570559.0
Andaman & Nicobar Islands,744101,2023,1,403456,749508057.0
Andaman & Nicobar Islands,744102,2023,1,222855,427240840.0
Andaman & Nicobar Islands,744104,2023,1,118286,201531285.0
Andaman & Nicobar Islands,744211,2023,1,107424,263885620.0
Andaman & Nicobar Islands,744107,2023,1,92715,168098531.0
Andaman & Nicobar Islands,744112,2023,1,76246,131598911.0
Andaman & Nicobar Islands,744202,2023,1,59440,165959850.0
Andaman & Nicobar Islands,744301,2023,1,55605,111713635.0
Andaman & Nicobar Islands,744103,2023,2,597774,1119274409.0
Andaman & Nicobar Islands,744105,2023,2,507585,916209552.0
Andaman & Nicobar Islands,744101,2023,2,486154,824857096.0
Andaman & Nicobar Islands,744102,2023,2,269165,458977445.0
Andaman & Nicobar Islands,744104,2023,2,134785,205244167.0
Andaman & Nicobar Islands,744107,2023,2,114795,194986633.0
Andaman & Nicobar Islands,744211,2023,2,106510,222510323.0
Andaman & Nicobar Islands,744112,2023,2,89784,147571191.0
Andaman & Nicobar Islands,744202,2023,2,72315,211302035.0
Andaman & Nicobar Islands,744301,2023,2,63841,134197959.0
Andaman & Nicobar Islands,744103,2023,3,697625,1158992204.0
Andaman & Nicobar Islands,744105,2023,3,594280,962825309.0
Andaman & Nicobar Islands,744101,2023,3,561910,880223225.0
Andaman & Nicobar Islands,744102,2023,3,301979,500512890.0
Andaman & Nicobar Islands,744104,2023,3,144283,201467258.0
Andaman & Nicobar Islands,744107,2023,3,126430,192271794.0
Andaman & Nicobar Islands,744211,2023,3,122188,205773943.0
Andaman & Nicobar Islands,744112,2023,3,102093,142609621.0
Andaman & Nicobar Islands,744202,2023,3,81233,229651761.0
Andaman & Nicobar Islands,744301,2023,3,72307,142757567.0
Andaman & Nicobar Islands,744103,2023,4,817988,1376084403.0
Andaman & Nicobar Islands,744105,2023,4,687868,1111327351.0
Andaman & Nicobar Islands,744101,2023,4,665217,1030639279.0
Andaman & Nicobar Islands,744102,2023,4,343773,550517935.0
Andaman & Nicobar Islands,744211,2023,4,208914,434254474.0
Andaman & Nicobar Islands,744104,2023,4,180753,276651786.0
Andaman & Nicobar Islands,744107,2023,4,150575,215238085.0
Andaman & Nicobar Islands,744112,2023,4,121589,178498997.0
Andaman & Nicobar Islands,744301,2023,4,92294,197278662.0
Andaman & Nicobar Islands,744202,2023,4,91113,233493969.0
Andaman & Nicobar Islands,744103,2024,1,915265,1466185445.0
Andaman & Nicobar Islands,744105,2024,1,788690,1238176536.0
Andaman & Nicobar Islands,744101,2024,1,729163,1111938725.0
Andaman & Nicobar Islands,744102,2024,1,410733,635568629.0
Andaman & Nicobar Islands,744211,2024,1,242702,502855645.0
Andaman & Nicobar Islands,744104,2024,1,198252,287097896.0
Andaman & Nicobar Islands,744107,2024,1,175286,238542585.0
Andaman & Nicobar Islands,744112,2024,1,136050,198931121.0
Andaman & Nicobar Islands,744202,2024,1,110787,274596943.0
Andaman & Nicobar Islands,744301,2024,1,96150,182352308.0
Andaman & Nicobar Islands,744103,2024,2,1017612,1578925731.0
Andaman & Nicobar Islands,744105,2024,2,893820,1374445615.0
Andaman & Nicobar Islands,744101,2024,2,811341,1158296326.0
Andaman & Nicobar Islands,744102,2024,2,457481,690786139.0
Andaman & Nicobar Islands,744211,2024,2,224583,411320695.0
Andaman & Nicobar Islands,744107,2024,2,215143,279183707.0
Andaman & Nicobar Islands,744104,2024,2,203691,288479778.0
Andaman & Nicobar Islands,744112,2024,2,149015,212749987.0
Andaman & Nicobar Islands,744202,2024,2,133606,309640750.0
Andaman & Nicobar Islands,744301,2024,2,103555,192116394.0
Andaman & Nicobar Islands,744103,2024,3,1447958,2053970205.0
Andaman & Nicobar Islands,744105,2024,3,693711,961929148.0
Andaman & Nicobar Islands,744102,2024,3,687213,994056767.0
Andaman & Nicobar Islands,744104,2024,3,617317,839095587.0
Andaman & Nicobar Islands,744101,2024,3,397378,543823715.0
Andaman & Nicobar Islands,744106,2024,3,209731,260739712.0
Andaman & Nicobar Islands,744211,2024,3,197101,284906813.0
Andaman & Nicobar Islands,744107,2024,3,179048,222331863.0
Andaman & Nicobar Islands,744202,2024,3,155096,325950998.0
Andaman & Nicobar Islands,744301,2024,3,117129,221810524.0
Andaman & Nicobar Islands,744103,2024,4,1624936,2327920210.0
Andaman & Nicobar Islands,744105,2024,4,788313,1111527475.0
Andaman & Nicobar Islands,744104,2024,4,750691,1054506007.0
Andaman & Nicobar Islands,744102,2024,4,745988,1083724002.0
Andaman & Nicobar Islands,744101,2024,4,444657,622167677.0
Andaman & Nicobar Islands,744211,2024,4,316142,549541741.0
Andaman & Nicobar Islands,744106,2024,4,247889,331449895.0
Andaman & Nicobar Islands,744107,2024,4,195688,249976872.0
Andaman & Nicobar Islands,744202,2024,4,177499,343623904.0
Andaman & Nicobar Islands,744301,2024,4,130704,238936987.0
Andhra Pradesh,517501,2018,1,110496,163487278.84449506
Andhra Pradesh,520001,2018,1,96883,170605900.5466873
Andhra Pradesh,515001,2018,1,92754,133522310.75704184
Andhra Pradesh,517507,2018,1,88132,127450018.2101582
Andhra Pradesh,516001,2018,1,84644,131194265.5243713
Andhra Pradesh,518502,2018,1,82421,68040306.13881023
Andhra Pradesh,530016,2018,1,81891,140880970.0990568
Andhra Pradesh,520010,2018,1,69581,119009921.97401813
Andhra Pradesh,516360,2018,1,68340,101612118.88480642
Andhra Pradesh,518501,2018,1,68193,81006512.71677604
Andhra Pradesh,517501,2018,2,165506,305629373.15863353
Andhra Pradesh,518502,2018,2,140893,127814123.87394845
Andhra Pradesh,515001,2018,2,129798,285924993.6163615
Andhra Pradesh,517507,2018,2,127731,243405277.90481398
Andhra Pradesh,520001,2018,2,123176,271911611.0495833
Andhra Pradesh,516001,2018,2,114806,242175477.6115077
Andhra Pradesh,530016,2018,2,111874,235770318.03054443
Andhra Pradesh,520010,2018,2,100630,220730389.6490364
Andhra Pradesh,516360,2018,2,96619,197068813.60447282
Andhra Pradesh,518501,2018,2,93442,163942778.22947574
Andhra Pradesh,518502,2018,3,1300146,709765829.9649723
Andhra Pradesh,533437,2018,3,421968,240766495.05853492
Andhra Pradesh,518501,2018,3,296154,291247918.8462258
Andhra Pradesh,517501,2018,3,295403,466133618.6014985
Andhra Pradesh,515001,2018,3,276595,438158383.2247275
Andhra Pradesh,530016,2018,3,234494,380410223.19526947
Andhra Pradesh,517507,2018,3,233347,386563858.6898683
Andhra Pradesh,516259,2018,3,220165,109844218.671292
Andhra Pradesh,520011,2018,3,213275,291805923.00111276
Andhra Pradesh,520001,2018,3,206435,371140000.30740225
Andhra Pradesh,518502,2018,4,441662,332201263.2829269
Andhra Pradesh,517501,2018,4,423357,714887920.0334857
Andhra Pradesh,530016,2018,4,367619,575982481.3389585
Andhra Pradesh,515001,2018,4,355695,651952970.9302757
Andhra Pradesh,517507,2018,4,318300,594747982.0458119
Andhra Pradesh,530003,2018,4,277131,356075793.85855436
Andhra Pradesh,516001,2018,4,269798,572252390.1920383
Andhra Pradesh,520010,2018,4,250261,492229977.1570112
Andhra Pradesh,530017,2018,4,248725,326891428.60271376
Andhra Pradesh,518501,2018,4,248520,357423401.5571966
Andhra Pradesh,530001,2019,1,950821,1529039457.6419592
Andhra Pradesh,517501,2019,1,922416,1244725311.4573965
Andhra Pradesh,520001,2019,1,814616,1462807205.627422
Andhra Pradesh,530016,2019,1,684611,960022481.5524917
Andhra Pradesh,517507,2019,1,671661,1009128524.8128469
Andhra Pradesh,515001,2019,1,609682,1009938283.8464416
Andhra Pradesh,518502,2019,1,545426,389782596.9665674
Andhra Pradesh,530003,2019,1,527667,590799502.8850918
Andhra Pradesh,530017,2019,1,472914,531596255.9349663
Andhra Pradesh,520010,2019,1,460133,774931063.0289192
Andhra Pradesh,530001,2019,2,2602865,5218795715.70141
Andhra Pradesh,520001,2019,2,1828617,3823390190.0922346
Andhra Pradesh,517501,2019,2,949187,1669949938.5076957
Andhra Pradesh,522001,2019,2,839909,1759418775.980979
Andhra Pradesh,530016,2019,2,793798,1257915825.5688605
Andhra Pradesh,517507,2019,2,760335,1412863012.2407691
Andhra Pradesh,515001,2019,2,567306,1282118916.2094193
Andhra Pradesh,530003,2019,2,520142,718170914.395836
Andhra Pradesh,520010,2019,2,490697,973983824.5472903
Andhra Pradesh,530017,2019,2,480905,650710126.3382195
Andhra Pradesh,530001,2019,3,2944756,6693257653.901131
Andhra Pradesh,520001,2019,3,1905190,4414503365.699517
Andhra Pradesh,517501,2019,3,1434209,2203932856.2972074
Andhra Pradesh,530016,2019,3,1196020,1658162548.562835
Andhra Pradesh,517507,2019,3,1060513,1854927351.7366562
Andhra Pradesh,522001,2019,3,1003916,2216532548.7258
Andhra Pradesh,515001,2019,3,868052,1667826831.8650486
Andhra Pradesh,530003,2019,3,858005,970993081.1712441
Andhra Pradesh,530017,2019,3,799271,911939243.0618924
Andhra Pradesh,530026,2019,3,711726,1095056835.9858122
Andhra Pradesh,530001,2019,4,4185063,9160387223.4497
Andhra Pradesh,520001,2019,4,2544877,5933007156.535349
Andhra Pradesh,517501,2019,4,1920211,3073084029.9256625
Andhra Pradesh,530016,2019,4,1591033,2295184224.145106
Andhra Pradesh,530026,2019,4,1438154,2509394595.5414515
Andhra Pradesh,517507,2019,4,1406768,2478459132.7705936
Andhra Pradesh,522001,2019,4,1324202,2927313967.683236
Andhra Pradesh,515001,2019,4,1202983,2376869516.684207
Andhra Pradesh,530003,2019,4,1131832,1339103327.887921
Andhra Pradesh,530017,2019,4,1084796,1266927471.3317952
Andhra Pradesh,530026,2020,1,6695271,15258657486.862274
Andhra Pradesh,517501,2020,1,2196548,3731404465.729061
Andhra Pradesh,530016,2020,1,1661816,2593325339.0472875
Andhra Pradesh,517507,2020,1,1554974,2719620696.0325623
Andhra Pradesh,515001,2020,1,1346804,2696427930.6755033
Andhra Pradesh,530003,2020,1,1159480,1519955258.5314608
Andhra Pradesh,524002,2020,1,1125194,2653339803.95633
Andhra Pradesh,530017,2020,1,1104748,1412381495.9440272
Andhra Pradesh,520010,2020,1,1098395,2059547223.1742206
Andhra Pradesh,522001,2020,1,1058410,2575723775.0488396
Andhra Pradesh,530026,2020,2,4994637,12817902607.017586
Andhra Pradesh,517501,2020,2,1708935,3203679955.4885287
Andhra Pradesh,517507,2020,2,1575118,2854711069.441047
Andhra Pradesh,524002,2020,2,1553283,3993963025.6852684
Andhra Pradesh,530016,2020,2,1067022,1893629834.0393307
Andhra Pradesh,516001,2020,2,1066066,2616099329.3322473
Andhra Pradesh,515001,2020,2,1026587,2447755903.073549
Andhra Pradesh,518002,2020,2,979822,2015820866.3250332
Andhra Pradesh,522001,2020,2,963666,2678051229.473872
Andhra Pradesh,520002,2020,2,956641,2767045048.1995325
Andhra Pradesh,524002,2020,3,5194663,13718743729.17845
Andhra Pradesh,530026,2020,3,4159532,10383207817.795242
Andhra Pradesh,517501,2020,3,2735691,5544720473.076229
Andhra Pradesh,516001,2020,3,2534360,6637577271.358326
Andhra Pradesh,517507,2020,3,2306174,4594510974.325968
Andhra Pradesh,520002,2020,3,2238996,6543183825.055463
Andhra Pradesh,530016,2020,3,1921871,3560898943.243418
Andhra Pradesh,515001,2020,3,1669413,4116758527.095812
Andhra Pradesh,522001,2020,3,1625687,4701116488.838855
Andhra Pradesh,518002,2020,3,1514873,3352462441.2241564
Andhra Pradesh,524002,2020,4,5029692,12810644736.250324
Andhra Pradesh,530026,2020,4,4235146,9849636860.464972
Andhra Pradesh,517501,2020,4,4125544,7866883789.381668
Andhra Pradesh,517507,2020,4,3420778,6749696775.855953
Andhra Pradesh,516001,2020,4,3119905,8005247952.077286
Andhra Pradesh,530016,2020,4,2981818,5591062751.070802
Andhra Pradesh,515001,2020,4,2821800,6442101736.915546
Andhra Pradesh,518002,2020,4,2219953,4809927717.539759
Andhra Pradesh,520010,2020,4,2170458,4679865894.241622
Andhra Pradesh,530017,2020,4,2027751,3252434512.586547
Andhra Pradesh,524002,2021,1,7269657,16698428355.239132
Andhra Pradesh,530026,2021,1,5875319,13567044097.312927
Andhra Pradesh,517501,2021,1,4354325,8224302893.470669
Andhra Pradesh,520002,2021,1,3591058,9183853695.408499
Andhra Pradesh,517507,2021,1,3378549,6593121540.981036
Andhra Pradesh,530016,2021,1,3144495,5679150412.005564
Andhra Pradesh,516001,2021,1,2941623,7434205012.068323
Andhra Pradesh,515001,2021,1,2815993,6225481722.602297
Andhra Pradesh,522001,2021,1,2584588,6753205746.899624
Andhra Pradesh,520010,2021,1,2291676,4716738889.930448
Andhra Pradesh,524002,2021,2,11023032,25519404146.52658
Andhra Pradesh,530026,2021,2,7850540,19042845773.20165
Andhra Pradesh,520002,2021,2,5441708,14948864290.86964
Andhra Pradesh,517501,2021,2,4614209,9215678010.439575
Andhra Pradesh,517507,2021,2,3834825,7940105016.380435
Andhra Pradesh,522001,2021,2,3427039,9832657321.439524
Andhra Pradesh,515001,2021,2,3052771,7213837063.020088
Andhra Pradesh,530016,2021,2,2892664,5705916880.595729
Andhra Pradesh,516001,2021,2,2613562,7256266063.657529
Andhra Pradesh,518002,2021,2,2553688,5906664130.524334
Andhra Pradesh,524002,2021,3,10701326,23300508690.71216
Andhra Pradesh,530026,2021,3,9780096,22841763578.29273
Andhra Pradesh,517501,2021,3,5982442,11419848822.233982
Andhra Pradesh,520002,2021,3,5320101,14633600592.216694
Andhra Pradesh,517507,2021,3,4866065,9768221617.56348
Andhra Pradesh,522001,2021,3,4242875,11355623168.660927
Andhra Pradesh,530016,2021,3,4177023,7797927714.306906
Andhra Pradesh,515001,2021,3,4040160,8752025049.046715
Andhra Pradesh,516001,2021,3,3370675,8720115499.341372
Andhra Pradesh,520010,2021,3,3206301,6832329071.6628275
Andhra Pradesh,524002,2021,4,14158439,30358274591.367683
Andhra Pradesh,530026,2021,4,10216678,24428085477.49295
Andhra Pradesh,517501,2021,4,7246667,13514835187.056923
Andhra Pradesh,517507,2021,4,5790910,11415016234.059563
Andhra Pradesh,520002,2021,4,5716025,15397268124.171196
Andhra Pradesh,530016,2021,4,5252680,9484946022.822403
Andhra Pradesh,522001,2021,4,4989759,13298088500.28115
Andhra Pradesh,515001,2021,4,4892740,10235401678.208153
Andhra Pradesh,520010,2021,4,4198904,8551737728.052567
Andhra Pradesh,516001,2021,4,4058071,10324818012.146276
Andhra Pradesh,524002,2022,1,16133298,35123754551.39544
Andhra Pradesh,530026,2022,1,10293117,25355928765.674084
Andhra Pradesh,517501,2022,1,8062447,14807178133.005922
